source,file,kind,direction,magnitude,run,size,activity,ns
micro,list_wide_256.json,list,wide,256,3,1282,saving,82987
micro,list_wide_256.json,list,wide,256,3,1282,writing,3203200
micro,named_deep_1.json,named,deep,1,3,11,reading,1138654
micro,named_deep_1.json,named,deep,1,3,11,loading,37467
micro,named_deep_1.json,named,deep,1,3,11,saving,17622
micro,named_deep_1.json,named,deep,1,3,11,writing,199823
micro,list_wide_2.json,list,wide,2,3,12,reading,43591
micro,list_wide_2.json,list,wide,2,3,12,loading,54044
micro,list_wide_2.json,list,wide,2,3,12,saving,13742
micro,list_wide_2.json,list,wide,2,3,12,writing,173876
micro,list_deep_1.json,list,deep,1,3,7,reading,983674
micro,list_deep_1.json,list,deep,1,3,7,loading,72498
micro,list_deep_1.json,list,deep,1,3,7,saving,11835
micro,list_deep_1.json,list,deep,1,3,7,writing,196517
micro,list_wide_1.json,list,wide,1,3,7,reading,34368
micro,list_wide_1.json,list,wide,1,3,7,loading,69840
micro,list_wide_1.json,list,wide,1,3,7,saving,11074
micro,list_wide_1.json,list,wide,1,3,7,writing,161857
micro,named_wide_8.json,named,wide,8,3,74,reading,148603
micro,named_wide_8.json,named,wide,8,3,74,loading,36905
micro,named_wide_8.json,named,wide,8,3,74,saving,22800
micro,named_wide_8.json,named,wide,8,3,74,writing,476841
micro,named_deep_4.json,named,deep,4,3,29,reading,984561
micro,named_deep_4.json,named,deep,4,3,29,loading,46367
micro,named_deep_4.json,named,deep,4,3,29,saving,13367
micro,named_deep_4.json,named,deep,4,3,29,writing,316510
micro,list_deep_64.json,list,deep,64,3,133,reading,205048
micro,list_deep_64.json,list,deep,64,3,133,loading,94182
micro,list_deep_64.json,list,deep,64,3,133,saving,47100
micro,list_deep_64.json,list,deep,64,3,133,writing,878831
micro,named_wide_4.json,named,wide,4,3,38,reading,960468
micro,named_wide_4.json,named,wide,4,3,38,loading,32079
micro,named_wide_4.json,named,wide,4,3,38,saving,11711
micro,named_wide_4.json,named,wide,4,3,38,writing,313847
micro,named_wide_128.json,named,wide,128,3,1256,reading,2748719
